Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28399233,ASSISTIVETECH_TOTALNEED,COUNTRY,DOM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Whitecane,,,,,,,0.1,0.05638,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399234,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Alarm,,,,,,,0.0,0.03113,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399235,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Audioplayers,,,,,,,0.0,0,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399236,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Crutches,,,,,,,1.0,1.02022,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399237,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Braille_displays,,,,,,,0.0,0,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399238,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Braille_writing,,,,,,,0.0,0,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399239,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Canes_sticks,,,,,,,4.2,4.17053,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399240,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Chairs,,,,,,,1.0,0.98057,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399241,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Closed_captioning,,,,,,,0.0,0,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399242,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Clubfoot,,,,,,,0.2,0.21472,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399243,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Comm_boards,,,,,,,0.0,0.03678,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399244,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Comm_software,,,,,,,0.0,0.02227,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399245,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Deafblind_hearing,,,,,,,0.0,0.04083,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399246,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Deafblind_vision,,,,,,,0.0,0.0114,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399247,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Fall_detectors,,,,,,,0.0,0.0085,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399248,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Gesture2voice,,,,,,,0.0,0,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399249,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_GPSlocators,,,,,,,0.0,0,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399250,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Bars,,,,,,,0.2,0.15197,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399251,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Hearingaids,,,,,,,1.6,1.57869,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399252,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Hearingloops,,,,,,,0.1,0.07509,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399253,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Incontinence,,,,,,,0.5,0.53949,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399254,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Keyboard_mouse,,,,,,,0.0,0,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399255,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Magnifiers_digital,,,,,,,0.1,0.14317,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399256,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Magnifiers_optical,,,,,,,0.2,0.20541,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399257,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Manual_wheelchair_basic,,,,,,,0.1,0.05776,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399258,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Manual_wheelchair_push,,,,,,,0.4,0.38067,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399259,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Orthoses_lower,,,,,,,0.2,0.19122,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399260,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Orthoses_spinal,,,,,,,0.3,0.2734,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399261,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Orthoses_upper,,,,,,,0.1,0.14768,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399262,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Personal_alarm,,,,,,,0.0,0.01244,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399263,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Pillorganizers,,,,,,,0.0,0.03742,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399264,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Cushions,,,,,,,0.0,0.01217,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399265,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Mattresses,,,,,,,0.2,0.21658,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399266,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Prostheses_lower,,,,,,,0.1,0.09799,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399267,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Prostheses_upper,,,,,,,0.0,0.01021,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399268,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Ramps,,,,,,,0.0,0.01806,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399269,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Recorders,,,,,,,0.0,0.02825,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399270,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Rollators,,,,,,,0.1,0.10062,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399271,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Screenreaders,,,,,,,0.0,0.00946,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399272,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Simplified_phones,,,,,,,0.1,0.08337,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399273,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Smartphone_cognition,,,,,,,0.0,0.00946,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399274,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Smartphone_comms,,,,,,,0.2,0.15226,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399275,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Smartphone_hearing,,,,,,,0.0,0.01166,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399276,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Smartphone_vision,,,,,,,0.0,0.02378,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399277,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Spectacles,,,,,,,31.6,31.55195,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399278,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Standingframe,,,,,,,0.1,0.10544,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399279,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Therapeutic_footwear,,,,,,,0.3,0.26779,,,,2022-04-29T08:02:50Z,2021,2021-01-01,2021-12-31
28399280,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Timemanagement,,,,,,,0.0,0,,,,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399281,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Travelaids,,,,,,,0.0,0,,,,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399282,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Tricycles,,,,,,,0.0,0,,,,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399283,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Videocomm,,,,,,,0.0,0,,,,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399284,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Walker,,,,,,,0.1,0.08458,,,,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399285,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Watch,,,,,,,0.1,0.06019,,,,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399286,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Wheelchairs_electrical,,,,,,,0.3,0.33579,,,,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399287,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Wheelchair_manual,,,,,,,0.1,0.07234,,,,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399288,ASSISTIVETECH_TOTALNEED,COUNTRY,GEO,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Whitecane,,,,,,,0.0,0.04099,,,,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399289,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Alarm,,,,,,,0.0,0,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399290,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Audioplayers,,,,,,,0.0,0,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399291,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Crutches,,,,,,,0.3,0.31381,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399292,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Braille_displays,,,,,,,0.0,0,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399293,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Braille_writing,,,,,,,0.0,0,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399294,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Canes_sticks,,,,,,,3.3,3.34728,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399295,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Chairs,,,,,,,0.3,0.31381,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399296,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Closed_captioning,,,,,,,0.0,0,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399297,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Clubfoot,,,,,,,0.1,0.06974,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399298,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Comm_boards,,,,,,,0.3,0.27894,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399299,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Comm_software,,,,,,,0.0,0.03487,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399300,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Deafblind_hearing,,,,,,,0.0,0,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399301,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Deafblind_vision,,,,,,,0.0,0,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399302,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Fall_detectors,,,,,,,0.0,0,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399303,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Gesture2voice,,,,,,,0.0,0,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399304,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_GPSlocators,,,,,,,0.0,0.03487,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399305,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Bars,,,,,,,0.0,0.03487,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399306,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Hearingaids,,,,,,,2.7,2.71967,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399307,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Hearingloops,,,,,,,0.7,0.69735,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399308,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Incontinence,,,,,,,0.0,0.03487,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399309,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Keyboard_mouse,,,,,,,0.0,0.03487,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399310,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Magnifiers_digital,,,,,,,0.0,0,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399311,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Magnifiers_optical,,,,,,,0.0,0.03487,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399312,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Manual_wheelchair_basic,,,,,,,0.5,0.45328,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399313,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Manual_wheelchair_push,,,,,,,0.1,0.13947,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399314,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Orthoses_lower,,,,,,,0.5,0.48815,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399315,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Orthoses_spinal,,,,,,,0.0,0,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399316,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Orthoses_upper,,,,,,,0.6,0.59275,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399317,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Personal_alarm,,,,,,,0.0,0.03487,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399318,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Pillorganizers,,,,,,,0.3,0.34868,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399319,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Cushions,,,,,,,0.1,0.06974,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399320,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Mattresses,,,,,,,0.1,0.13947,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399321,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Prostheses_lower,,,,,,,0.0,0.03487,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399322,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Prostheses_upper,,,,,,,0.0,0.03487,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399323,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Ramps,,,,,,,0.0,0,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399324,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Recorders,,,,,,,0.0,0,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399325,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Rollators,,,,,,,0.0,0.03487,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
28399326,ASSISTIVETECH_TOTALNEED,COUNTRY,GTM,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Screenreaders,,,,,,,0.0,0,,,Survey conducted in Solola region. Survey conducted by Stichting Liliane Fonds,2022-04-29T08:02:51Z,2021,2021-01-01,2021-12-31
30544280,ASSISTIVETECH_TOTALNEED,COUNTRY,SEN,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Alarm,,,,,,,0.3,0.34867,,,Subnational population survey,2023-02-02T14:09:54Z,2021,2021-01-01,2021-12-31
30544281,ASSISTIVETECH_TOTALNEED,COUNTRY,SEN,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Audioplayers,,,,,,,0.1,0.05937,,,Subnational population survey,2023-02-02T14:09:54Z,2021,2021-01-01,2021-12-31
30544282,ASSISTIVETECH_TOTALNEED,COUNTRY,SEN,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Bars,,,,,,,0,0.02671,,,Subnational population survey,2023-02-02T14:09:54Z,2021,2021-01-01,2021-12-31
30544283,ASSISTIVETECH_TOTALNEED,COUNTRY,SEN,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Braille_displays,,,,,,,0,0.01179,,,Subnational population survey,2023-02-02T14:09:54Z,2021,2021-01-01,2021-12-31
30544284,ASSISTIVETECH_TOTALNEED,COUNTRY,SEN,YEAR,2021,ASSISTIVETECHPRODUCT,ASSISTIVETECH_Braille_writing,,,,,,,0,0.03743,,,Subnational population survey,2023-02-02T14:09:54Z,2021,2021-01-01,2021-12-31
